2026-04-25 17:06:58 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.1.Final
2026-04-25 18:29:11 [restartedMain] INFO  o.s.b.d.a.OptionalLiveReloadServer - LiveReload server is running on port 35729
2026-04-25 18:29:11 [restartedMain] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2026-04-25 18:29:11 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 8080 (http) with context path '/api'
2026-04-25 18:29:11 [restartedMain] INFO  c.w.tools.WechatToolsApplication - Started WechatToolsApplication in 2.782 seconds (process running for 3.785)
2026-04-25 18:29:24 [http-nio-8080-exec-1] INFO  o.a.c.c.C.[.[localhost].[/api] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2026-04-25 18:29:24 [http-nio-8080-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2026-04-25 18:29:24 [http-nio-8080-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 0 ms
2026-04-25 18:29:30 [async-task-1] INFO  com.baidu.aip.client.BaseClient - get access_token success. current state: STATE_AIP_AUTH_OK
2026-04-25 18:29:34 [async-task-1] WARN  org.docx4j.utils.ResourceUtils - Couldn't get resource: docx4j.properties
2026-04-25 18:29:34 [async-task-1] WARN  org.docx4j.Docx4jProperties - Couldn't find/read docx4j.properties; docx4j.properties not found via classloader.
2026-04-25 18:29:34 [async-task-1] INFO  o.d.o.p.WordprocessingMLPackage - Using paper size: A4
2026-04-25 18:29:34 [async-task-1] INFO  o.d.o.p.WordprocessingMLPackage - Landscape orientation: false
2026-04-25 18:29:34 [async-task-1] INFO  org.docx4j.jaxb.Context - java.vendor=Oracle Corporation
2026-04-25 18:29:34 [async-task-1] INFO  org.docx4j.jaxb.Context - java.version=23.0.1
2026-04-25 18:29:34 [async-task-1] INFO  org.docx4j.jaxb.Context - java.vm.name=Java HotSpot(TM) 64-Bit Server VM
2026-04-25 18:29:36 [async-task-1] INFO  org.docx4j.jaxb.Context - JAXB Reference Implementation is in use.
2026-04-25 18:29:36 [async-task-1] INFO  o.d.o.p.r.RelationshipsPart - adding part with proposed name: /word/document.xml
2026-04-25 18:29:37 [async-task-1] INFO  org.docx4j.XmlUtils - setProperty com.sun.org.apache.xerces.internal.jaxp.SAXParserFactoryImpl
2026-04-25 18:29:37 [async-task-1] WARN  org.docx4j.XmlUtils - actual SAXParserFactory: com.sun.org.apache.xerces.internal.jaxp.SAXParserFactoryImpl
2026-04-25 18:29:37 [async-task-1] INFO  org.docx4j.XmlUtils - setProperty com.sun.org.apache.xerces.internal.jaxp.DocumentBuilderFactoryImpl
2026-04-25 18:29:37 [async-task-1] WARN  org.docx4j.XmlUtils - actual DocumentBuilderFactory: com.sun.org.apache.xerces.internal.jaxp.DocumentBuilderFactoryImpl
2026-04-25 18:29:37 [async-task-1] INFO  o.d.o.p.r.RelationshipsPart - adding part with proposed name: /word/styles.xml
2026-04-25 18:29:37 [async-task-1] INFO  org.docx4j.utils.XPathFactoryUtil - xpath implementation: org.docx4j.org.apache.xpath.jaxp.XPathFactoryImpl
2026-04-25 18:29:37 [async-task-1] INFO  o.d.o.p.r.RelationshipsPart - adding part with proposed name: /docProps/core.xml
2026-04-25 18:29:37 [async-task-1] INFO  o.d.o.p.r.RelationshipsPart - adding part with proposed name: /docProps/app.xml
2026-04-25 18:29:37 [async-task-1] INFO  o.d.o.p.r.RelationshipsPart - adding part with proposed name: /word/settings.xml
2026-04-25 18:29:37 [async-task-1] INFO  o.d.jaxb.NamespacePrefixMapperUtils - Using ri.NamespacePrefixMapper, which is suitable for the JAXB RI
2026-04-25 18:29:37 [async-task-1] INFO  o.d.jaxb.NamespacePrefixMapperUtils - Using ri.NamespacePrefixMapperRelationshipsPart, which is suitable for the JAXB RI
2026-04-25 18:37:10 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.1.Final
2026-04-25 18:37:10 [restartedMain] INFO  c.w.tools.WechatToolsApplication - Starting WechatToolsApplication using Java 23.0.1 with PID 76832 (C:\Users\X\Desktop\wechat-tools\backend\target\classes started by x in C:\Users\X\Desktop\wechat-tools)
2026-04-25 18:37:10 [restartedMain] DEBUG c.w.tools.WechatToolsApplication - Running with Spring Boot v3.2.4, Spring v6.1.5
2026-04-25 18:37:10 [restartedMain] INFO  c.w.tools.WechatToolsApplication - No active profile set, falling back to 1 default profile: "default"
2026-04-25 18:37:10 [restartedMain] INFO  o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2026-04-25 18:37:10 [restartedMain] INFO  o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2026-04-25 18:37:11 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port 8080 (http)
2026-04-25 18:37:11 [restartedMain] INFO  o.a.c.core.AprLifecycleListener - An older version [1.3.1] of the Apache Tomcat Native library is installed, while Tomcat recommends a minimum version of [2.0.5]
2026-04-25 18:37:11 [restartedMain] INFO  o.a.c.core.AprLifecycleListener - Loaded Apache Tomcat Native library [1.3.1] using APR version [1.7.4].
2026-04-25 18:37:11 [restartedMain] INFO  o.a.c.core.AprLifecycleListener - OpenSSL successfully initialized [OpenSSL 3.0.14 4 Jun 2024]
2026-04-25 18:37:11 [restartedMain] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2026-04-25 18:37:11 [restartedMain] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2026-04-25 18:37:11 [restartedMain] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.19]
2026-04-25 18:37:11 [restartedMain] INFO  o.a.c.c.C.[.[localhost].[/api] - Initializing Spring embedded WebApplicationContext
2026-04-25 18:37:11 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 989 ms
2026-04-25 18:37:11 [restartedMain] INFO  o.s.b.d.a.OptionalLiveReloadServer - LiveReload server is running on port 35729
2026-04-25 18:37:11 [restartedMain] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2026-04-25 18:37:11 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 8080 (http) with context path '/api'
2026-04-25 18:37:11 [restartedMain] INFO  c.w.tools.WechatToolsApplication - Started WechatToolsApplication in 2.007 seconds (process running for 2.703)
2026-04-25 18:44:45 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.1.Final
2026-04-25 18:44:45 [restartedMain] INFO  c.w.tools.WechatToolsApplication - Starting WechatToolsApplication using Java 23.0.1 with PID 82760 (C:\Users\X\Desktop\wechat-tools\backend\target\classes started by x in C:\Users\X\Desktop\wechat-tools)
2026-04-25 18:44:45 [restartedMain] DEBUG c.w.tools.WechatToolsApplication - Running with Spring Boot v3.2.4, Spring v6.1.5
2026-04-25 18:44:45 [restartedMain] INFO  c.w.tools.WechatToolsApplication - No active profile set, falling back to 1 default profile: "default"
2026-04-25 18:44:45 [restartedMain] INFO  o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2026-04-25 18:44:45 [restartedMain] INFO  o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2026-04-25 18:44:46 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port 8080 (http)
2026-04-25 18:44:46 [restartedMain] INFO  o.a.c.core.AprLifecycleListener - An older version [1.3.1] of the Apache Tomcat Native library is installed, while Tomcat recommends a minimum version of [2.0.5]
2026-04-25 18:44:46 [restartedMain] INFO  o.a.c.core.AprLifecycleListener - Loaded Apache Tomcat Native library [1.3.1] using APR version [1.7.4].
2026-04-25 18:44:46 [restartedMain] INFO  o.a.c.core.AprLifecycleListener - OpenSSL successfully initialized [OpenSSL 3.0.14 4 Jun 2024]
2026-04-25 18:44:46 [restartedMain] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2026-04-25 18:44:46 [restartedMain] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2026-04-25 18:44:46 [restartedMain] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.19]
2026-04-25 18:44:46 [restartedMain] INFO  o.a.c.c.C.[.[localhost].[/api] - Initializing Spring embedded WebApplicationContext
2026-04-25 18:44:46 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1338 ms
2026-04-25 18:44:47 [restartedMain] INFO  o.s.b.d.a.OptionalLiveReloadServer - LiveReload server is running on port 35729
2026-04-25 18:44:47 [restartedMain] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2026-04-25 18:44:47 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 8080 (http) with context path '/api'
2026-04-25 18:44:47 [restartedMain] INFO  c.w.tools.WechatToolsApplication - Started WechatToolsApplication in 2.624 seconds (process running for 3.689)
2026-04-25 18:45:44 [http-nio-8080-exec-2] INFO  o.a.c.c.C.[.[localhost].[/api] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2026-04-25 18:45:44 [http-nio-8080-exec-2] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2026-04-25 18:45:44 [http-nio-8080-exec-2] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 2 ms
2026-04-25 18:45:44 [async-task-1] WARN  org.docx4j.utils.ResourceUtils - Couldn't get resource: docx4j.properties
2026-04-25 18:45:44 [async-task-1] WARN  org.docx4j.Docx4jProperties - Couldn't find/read docx4j.properties; docx4j.properties not found via classloader.
2026-04-25 18:45:44 [async-task-1] INFO  o.d.o.p.WordprocessingMLPackage - Using paper size: A4
2026-04-25 18:45:44 [async-task-1] INFO  o.d.o.p.WordprocessingMLPackage - Landscape orientation: false
2026-04-25 18:45:44 [async-task-1] INFO  org.docx4j.jaxb.Context - java.vendor=Oracle Corporation
2026-04-25 18:45:44 [async-task-1] INFO  org.docx4j.jaxb.Context - java.version=23.0.1
2026-04-25 18:45:44 [async-task-1] INFO  org.docx4j.jaxb.Context - java.vm.name=Java HotSpot(TM) 64-Bit Server VM
2026-04-25 18:45:46 [async-task-1] INFO  org.docx4j.jaxb.Context - JAXB Reference Implementation is in use.
2026-04-25 18:45:46 [async-task-1] INFO  o.d.o.p.r.RelationshipsPart - adding part with proposed name: /word/document.xml
2026-04-25 18:45:46 [async-task-1] INFO  org.docx4j.XmlUtils - setProperty com.sun.org.apache.xerces.internal.jaxp.SAXParserFactoryImpl
2026-04-25 18:45:46 [async-task-1] WARN  org.docx4j.XmlUtils - actual SAXParserFactory: com.sun.org.apache.xerces.internal.jaxp.SAXParserFactoryImpl
2026-04-25 18:45:46 [async-task-1] INFO  org.docx4j.XmlUtils - setProperty com.sun.org.apache.xerces.internal.jaxp.DocumentBuilderFactoryImpl
2026-04-25 18:45:46 [async-task-1] WARN  org.docx4j.XmlUtils - actual DocumentBuilderFactory: com.sun.org.apache.xerces.internal.jaxp.DocumentBuilderFactoryImpl
2026-04-25 18:45:46 [async-task-1] INFO  o.d.o.p.r.RelationshipsPart - adding part with proposed name: /word/styles.xml
2026-04-25 18:45:46 [async-task-1] INFO  org.docx4j.utils.XPathFactoryUtil - xpath implementation: org.docx4j.org.apache.xpath.jaxp.XPathFactoryImpl
2026-04-25 18:45:46 [async-task-1] INFO  o.d.o.p.r.RelationshipsPart - adding part with proposed name: /docProps/core.xml
2026-04-25 18:45:46 [async-task-1] INFO  o.d.o.p.r.RelationshipsPart - adding part with proposed name: /docProps/app.xml
2026-04-25 18:45:46 [async-task-1] INFO  o.d.o.p.r.RelationshipsPart - adding part with proposed name: /word/settings.xml
2026-04-25 18:45:46 [async-task-1] INFO  o.d.jaxb.NamespacePrefixMapperUtils - Using ri.NamespacePrefixMapper, which is suitable for the JAXB RI
2026-04-25 18:45:46 [async-task-1] INFO  o.d.jaxb.NamespacePrefixMapperUtils - Using ri.NamespacePrefixMapperRelationshipsPart, which is suitable for the JAXB RI
2026-04-25 18:46:01 [async-task-2] INFO  o.d.o.p.WordprocessingMLPackage - Using paper size: A4
2026-04-25 18:46:01 [async-task-2] INFO  o.d.o.p.WordprocessingMLPackage - Landscape orientation: false
2026-04-25 18:46:01 [async-task-2] INFO  o.d.o.p.r.RelationshipsPart - adding part with proposed name: /word/document.xml
2026-04-25 18:46:01 [async-task-2] INFO  o.d.o.p.r.RelationshipsPart - adding part with proposed name: /word/styles.xml
2026-04-25 18:46:01 [async-task-2] INFO  o.d.o.p.r.RelationshipsPart - adding part with proposed name: /docProps/core.xml
2026-04-25 18:46:01 [async-task-2] INFO  o.d.o.p.r.RelationshipsPart - adding part with proposed name: /docProps/app.xml
2026-04-25 18:46:01 [async-task-2] INFO  o.d.o.p.r.RelationshipsPart - adding part with proposed name: /word/settings.xml
2026-04-25 18:54:08 [File Watcher] INFO  o.s.b.d.a.LocalDevToolsAutoConfiguration$RestartingClassPathChangeChangedEventListener - Restarting due to 8 class path changes (0 additions, 8 deletions, 0 modifications)
2026-04-25 18:54:08 [Thread-5] INFO  o.a.coyote.http11.Http11NioProtocol - Stopping ProtocolHandler ["http-nio-8080"]
2026-04-25 18:54:08 [restartedMain] INFO  c.w.tools.WechatToolsApplication - Starting WechatToolsApplication using Java 23.0.1 with PID 82760 (C:\Users\X\Desktop\wechat-tools\backend\target\classes started by x in C:\Users\X\Desktop\wechat-tools)
2026-04-25 18:54:08 [restartedMain] DEBUG c.w.tools.WechatToolsApplication - Running with Spring Boot v3.2.4, Spring v6.1.5
2026-04-25 18:54:08 [restartedMain] INFO  c.w.tools.WechatToolsApplication - No active profile set, falling back to 1 default profile: "default"
2026-04-25 18:54:08 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port 8080 (http)
2026-04-25 18:54:08 [restartedMain] INFO  o.a.c.core.AprLifecycleListener - An older version [1.3.1] of the Apache Tomcat Native library is installed, while Tomcat recommends a minimum version of [2.0.5]
2026-04-25 18:54:08 [restartedMain] INFO  o.a.c.core.AprLifecycleListener - Loaded Apache Tomcat Native library [1.3.1] using APR version [1.7.4].
2026-04-25 18:54:08 [restartedMain] INFO  o.a.c.core.AprLifecycleListener - OpenSSL successfully initialized [OpenSSL 3.0.14 4 Jun 2024]
2026-04-25 18:54:08 [restartedMain] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2026-04-25 18:54:08 [restartedMain] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2026-04-25 18:54:08 [restartedMain] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.19]
2026-04-25 18:54:08 [restartedMain] INFO  o.a.c.c.C.[.[localhost].[/api] - Initializing Spring embedded WebApplicationContext
2026-04-25 18:54:08 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 341 ms
2026-04-25 18:54:08 [restartedMain] WARN  o.s.b.w.s.c.AnnotationConfigServletWebServerApplicationContext - Exception encountered during context initialization - cancelling refresh attempt: org.springframework.beans.factory.UnsatisfiedDependencyException: Error creating bean with name 'fileController' defined in file [C:\Users\X\Desktop\wechat-tools\backend\target\classes\com\wechat\tools\controller\FileController.class]: Unsatisfied dependency expressed through constructor parameter 0: No qualifying bean of type 'com.wechat.tools.service.FileStorageService' available: expected at least 1 bean which qualifies as autowire candidate. Dependency annotations: {}
2026-04-25 18:54:08 [restartedMain] INFO  o.a.catalina.core.StandardService - Stopping service [Tomcat]
2026-04-25 18:54:08 [restartedMain] INFO  o.s.b.a.l.ConditionEvaluationReportLogger - 

Error starting ApplicationContext. To display the condition evaluation report re-run your application with 'debug' enabled.
2026-04-25 18:54:08 [restartedMain] ERROR o.s.b.d.LoggingFailureAnalysisReporter - 

***************************
APPLICATION FAILED TO START
***************************

Description:

Parameter 0 of constructor in com.wechat.tools.controller.FileController required a bean of type 'com.wechat.tools.service.FileStorageService' that could not be found.


Action:

Consider defining a bean of type 'com.wechat.tools.service.FileStorageService' in your configuration.

2026-04-25 18:54:10 [restartedMain] INFO  c.w.tools.WechatToolsApplication - Starting WechatToolsApplication using Java 23.0.1 with PID 82760 (C:\Users\X\Desktop\wechat-tools\backend\target\classes started by x in C:\Users\X\Desktop\wechat-tools)
2026-04-25 18:54:10 [restartedMain] DEBUG c.w.tools.WechatToolsApplication - Running with Spring Boot v3.2.4, Spring v6.1.5
2026-04-25 18:54:10 [restartedMain] INFO  c.w.tools.WechatToolsApplication - No active profile set, falling back to 1 default profile: "default"
2026-04-25 18:54:11 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port 8080 (http)
2026-04-25 18:54:11 [restartedMain] INFO  o.a.c.core.AprLifecycleListener - An older version [1.3.1] of the Apache Tomcat Native library is installed, while Tomcat recommends a minimum version of [2.0.5]
2026-04-25 18:54:11 [restartedMain] INFO  o.a.c.core.AprLifecycleListener - Loaded Apache Tomcat Native library [1.3.1] using APR version [1.7.4].
2026-04-25 18:54:11 [restartedMain] INFO  o.a.c.core.AprLifecycleListener - OpenSSL successfully initialized [OpenSSL 3.0.14 4 Jun 2024]
2026-04-25 18:54:11 [restartedMain] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2026-04-25 18:54:11 [restartedMain] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2026-04-25 18:54:11 [restartedMain] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.19]
2026-04-25 18:54:11 [restartedMain] INFO  o.a.c.c.C.[.[localhost].[/api] - Initializing Spring embedded WebApplicationContext
2026-04-25 18:54:11 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 280 ms
2026-04-25 18:54:11 [restartedMain] INFO  o.s.b.d.a.OptionalLiveReloadServer - LiveReload server is running on port 35729
2026-04-25 18:54:11 [restartedMain] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2026-04-25 18:54:11 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 8080 (http) with context path '/api'
2026-04-25 18:54:11 [restartedMain] INFO  c.w.tools.WechatToolsApplication - Started WechatToolsApplication in 0.483 seconds (process running for 567.624)
2026-04-25 18:54:11 [restartedMain] INFO  o.s.b.d.a.ConditionEvaluationDeltaLoggingListener - Condition evaluation unchanged
2026-04-25 19:00:00 [scheduling-1] INFO  c.wechat.tools.task.FileCleanupTask - 文件清理任务完成，删除过期文件数量: 0
2026-04-25 19:16:12 [File Watcher] INFO  o.s.b.d.a.LocalDevToolsAutoConfiguration$RestartingClassPathChangeChangedEventListener - Restarting due to 9 class path changes (0 additions, 9 deletions, 0 modifications)
2026-04-25 19:16:12 [Thread-7] INFO  o.a.coyote.http11.Http11NioProtocol - Stopping ProtocolHandler ["http-nio-8080"]
2026-04-25 19:16:12 [restartedMain] INFO  c.w.tools.WechatToolsApplication - Starting WechatToolsApplication using Java 23.0.1 with PID 82760 (C:\Users\X\Desktop\wechat-tools\backend\target\classes started by x in C:\Users\X\Desktop\wechat-tools)
2026-04-25 19:16:12 [restartedMain] DEBUG c.w.tools.WechatToolsApplication - Running with Spring Boot v3.2.4, Spring v6.1.5
2026-04-25 19:16:12 [restartedMain] INFO  c.w.tools.WechatToolsApplication - No active profile set, falling back to 1 default profile: "default"
2026-04-25 19:16:12 [restartedMain] WARN  o.s.b.w.s.c.AnnotationConfigServletWebServerApplicationContext - Exception encountered during context initialization - cancelling refresh attempt: java.lang.NullPointerException: Cannot read field "generatedClass" because "data" is null
2026-04-25 19:16:12 [restartedMain] INFO  o.s.b.a.l.ConditionEvaluationReportLogger - 

Error starting ApplicationContext. To display the condition evaluation report re-run your application with 'debug' enabled.
2026-04-25 19:16:12 [restartedMain] ERROR o.s.boot.SpringApplication - Application run failed
java.lang.NullPointerException: Cannot read field "generatedClass" because "data" is null
	at org.springframework.cglib.proxy.Enhancer.nextInstance(Enhancer.java:783)
	at org.springframework.cglib.core.AbstractClassGenerator.create(AbstractClassGenerator.java:321)
	at org.springframework.cglib.proxy.Enhancer.createHelper(Enhancer.java:562)
	at org.springframework.cglib.proxy.Enhancer.createClass(Enhancer.java:407)
	at org.springframework.context.annotation.ConfigurationClassEnhancer.createClass(ConfigurationClassEnhancer.java:138)
	at org.springframework.context.annotation.ConfigurationClassEnhancer.enhance(ConfigurationClassEnhancer.java:109)
	at org.springframework.context.annotation.ConfigurationClassPostProcessor.enhanceConfigurationClasses(ConfigurationClassPostProcessor.java:533)
	at org.springframework.context.annotation.ConfigurationClassPostProcessor.postProcessBeanFactory(ConfigurationClassPostProcessor.java:310)
	at org.springframework.context.support.PostProcessorRegistrationDelegate.invokeBeanFactoryPostProcessors(PostProcessorRegistrationDelegate.java:363)
	at org.springframework.context.support.PostProcessorRegistrationDelegate.invokeBeanFactoryPostProcessors(PostProcessorRegistrationDelegate.java:153)
	at org.springframework.context.support.AbstractApplicationContext.invokeBeanFactoryPostProcessors(AbstractApplicationContext.java:788)
	at org.springframework.context.support.AbstractApplicationContext.refresh(AbstractApplicationContext.java:606)
	at org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext.refresh(ServletWebServerApplicationContext.java:146)
	at org.springframework.boot.SpringApplication.refresh(SpringApplication.java:754)
	at org.springframework.boot.SpringApplication.refreshContext(SpringApplication.java:456)
	at org.springframework.boot.SpringApplication.run(SpringApplication.java:334)
	at org.springframework.boot.SpringApplication.run(SpringApplication.java:1354)
	at org.springframework.boot.SpringApplication.run(SpringApplication.java:1343)
	at com.wechat.tools.WechatToolsApplication.main(WechatToolsApplication.java:13)
	at java.base/jdk.internal.reflect.DirectMethodHandleAccessor.invoke(DirectMethodHandleAccessor.java:103)
	at java.base/java.lang.reflect.Method.invoke(Method.java:580)
	at org.springframework.boot.devtools.restart.RestartLauncher.run(RestartLauncher.java:50)
2026-04-25 19:16:15 [restartedMain] INFO  c.w.tools.WechatToolsApplication - Starting WechatToolsApplication using Java 23.0.1 with PID 82760 (C:\Users\X\Desktop\wechat-tools\backend\target\classes started by x in C:\Users\X\Desktop\wechat-tools)
2026-04-25 19:16:15 [restartedMain] DEBUG c.w.tools.WechatToolsApplication - Running with Spring Boot v3.2.4, Spring v6.1.5
2026-04-25 19:16:15 [restartedMain] INFO  c.w.tools.WechatToolsApplication - No active profile set, falling back to 1 default profile: "default"
2026-04-25 19:16:15 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port 8080 (http)
2026-04-25 19:16:15 [restartedMain] INFO  o.a.c.core.AprLifecycleListener - An older version [1.3.1] of the Apache Tomcat Native library is installed, while Tomcat recommends a minimum version of [2.0.5]
2026-04-25 19:16:15 [restartedMain] INFO  o.a.c.core.AprLifecycleListener - Loaded Apache Tomcat Native library [1.3.1] using APR version [1.7.4].
2026-04-25 19:16:15 [restartedMain] INFO  o.a.c.core.AprLifecycleListener - OpenSSL successfully initialized [OpenSSL 3.0.14 4 Jun 2024]
2026-04-25 19:16:15 [restartedMain] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2026-04-25 19:16:15 [restartedMain] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2026-04-25 19:16:15 [restartedMain] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.19]
2026-04-25 19:16:15 [restartedMain] INFO  o.a.c.c.C.[.[localhost].[/api] - Initializing Spring embedded WebApplicationContext
2026-04-25 19:16:15 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 209 ms
2026-04-25 19:16:16 [restartedMain] INFO  o.s.b.d.a.OptionalLiveReloadServer - LiveReload server is running on port 35729
2026-04-25 19:16:16 [restartedMain] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2026-04-25 19:16:16 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 8080 (http) with context path '/api'
2026-04-25 19:16:16 [restartedMain] INFO  c.w.tools.WechatToolsApplication - Started WechatToolsApplication in 0.438 seconds (process running for 1892.488)
2026-04-25 19:16:16 [restartedMain] INFO  o.s.b.d.a.ConditionEvaluationDeltaLoggingListener - Condition evaluation unchanged
2026-04-25 19:21:42 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.1.Final
2026-04-25 19:21:42 [restartedMain] INFO  c.w.tools.WechatToolsApplication - Starting WechatToolsApplication using Java 23.0.1 with PID 75924 (C:\Users\X\Desktop\wechat-tools\backend\target\classes started by x in C:\Users\X\Desktop\wechat-tools)
2026-04-25 19:21:42 [restartedMain] DEBUG c.w.tools.WechatToolsApplication - Running with Spring Boot v3.2.4, Spring v6.1.5
2026-04-25 19:21:42 [restartedMain] INFO  c.w.tools.WechatToolsApplication - No active profile set, falling back to 1 default profile: "default"
2026-04-25 19:21:42 [restartedMain] INFO  o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2026-04-25 19:21:42 [restartedMain] INFO  o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2026-04-25 19:21:44 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port 8080 (http)
2026-04-25 19:21:44 [restartedMain] INFO  o.a.c.core.AprLifecycleListener - An older version [1.3.1] of the Apache Tomcat Native library is installed, while Tomcat recommends a minimum version of [2.0.5]
2026-04-25 19:21:44 [restartedMain] INFO  o.a.c.core.AprLifecycleListener - Loaded Apache Tomcat Native library [1.3.1] using APR version [1.7.4].
2026-04-25 19:21:44 [restartedMain] INFO  o.a.c.core.AprLifecycleListener - OpenSSL successfully initialized [OpenSSL 3.0.14 4 Jun 2024]
2026-04-25 19:21:44 [restartedMain] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2026-04-25 19:21:44 [restartedMain] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2026-04-25 19:21:44 [restartedMain] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.19]
2026-04-25 19:21:44 [restartedMain] INFO  o.a.c.c.C.[.[localhost].[/api] - Initializing Spring embedded WebApplicationContext
2026-04-25 19:21:44 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1221 ms
2026-04-25 19:21:44 [restartedMain] INFO  o.s.b.d.a.OptionalLiveReloadServer - LiveReload server is running on port 35729
2026-04-25 19:21:44 [restartedMain] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2026-04-25 19:21:44 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 8080 (http) with context path '/api'
